Applied Voltage (V),Current Density (mA/cmÂ²),Substrate Concentration (g COD/L),Inoculum Type,HRT (d),pH,Temperature (Â°C),Substrate Type,Hydrogen Production Rate (HPR) (m³ H?/m³·d)
0.614663722,7.567489779,4.824591416,Pure Culture,2.494308821,5.756158099,36.34504623,Acetate,6.778676603
0.901898458,0.81855813,0.610395129,Mixed,6.521258248,8.132066549,30.25452789,Starch,3.565946874
0.792614894,5.913952006,1.188245434,Pure Culture,4.26790663,7.860154875,28.7676996,Acetate,4.701655164
0.757612593,7.743357515,4.228688786,Mixed,9.074677069,7.373943052,39.92524573,Acetate,5.230773847
0.761987267,8.829273549,5.05941893,Pure Culture,2.51968786,8.582906904,24.58343902,Starch,5.844243956
0.487592921,3.749776613,6.200195207,Pure Culture,5.563459935,7.333066071,30.93751932,Acetate,6.762151888
0.434873475,8.301944394,3.270794498,Pure Culture,6.383013664,6.867872,33.41351051,Acetate,4.210367086
0.847488924,1.551001501,7.102327918,Pure Culture,1.300452416,6.361482985,34.01735272,Acetate,8.771309885
0.848090716,8.541296771,8.671162773,Sludge,4.273238123,8.761794023,24.08049331,Starch,8.378988931
0.893657855,1.711142292,7.908584394,Pure Culture,7.593717112,5.330861846,33.07988185,Glucose,6.577516958
0.930592442,4.27422926,0.876378841,Sludge,8.383397567,8.723549488,36.36739133,Starch,4.640269557
0.609073919,8.074305975,5.064815999,Sludge,3.818457953,8.30685864,21.00037154,Glucose,5.876430484
0.601213036,1.92421556,1.496836695,Pure Culture,8.187339451,5.519719698,38.23042587,Acetate,3.352242757
0.838636143,2.677888255,2.799427651,Sludge,9.709802894,7.259937431,20.5900811,Glucose,3.369391969
0.719971145,7.3613994,9.873294636,Mixed,8.711865425,8.466191927,27.11942065,Starch,6.733409146
0.761573502,7.340347097,1.853707658,Pure Culture,2.058795893,7.287236654,20.31626392,Starch,4.219197371
0.836634136,6.590902512,5.239437458,Sludge,7.657572989,8.628799286,21.54290337,Acetate,4.768646933
0.912004273,7.092510222,6.372479476,Pure Culture,3.877001492,8.771935267,38.2233657,Glucose,8.632078184
0.470396125,5.655882212,7.17341722,Pure Culture,9.895743905,6.689538089,27.09721661,Acetate,5.599648267
0.500466362,2.89209106,5.816662493,Pure Culture,5.368230848,6.509254646,28.49543061,Acetate,6.37602485
0.275185552,3.784111938,0.59282305,Sludge,2.101905085,8.745284616,24.30688763,Starch,4.177608287
0.662624113,2.22517831,3.601382428,Mixed,7.526669932,7.700560245,31.9419154,Glucose,4.666958562
0.228753819,9.130280333,5.418260612,Mixed,3.907100785,5.464090725,31.89606429,Glucose,5.089435579
0.572478415,6.04222205,1.334731742,Sludge,9.973703414,5.169166997,27.44400784,Glucose,1.254398834
0.634115708,4.308088459,3.830955846,Pure Culture,9.818042121,7.258516204,26.66069744,Glucose,4.478458582
0.429233002,4.889055135,0.815429534,Sludge,6.905206162,8.720683862,37.69928616,Acetate,3.275568714
0.672666608,9.499191726,1.246495723,Sludge,2.168438041,8.37699481,27.66568479,Acetate,4.560571856
0.2244002,1.95683833,4.270771124,Sludge,7.181748979,7.703390986,29.87001984,Starch,5.260364351
0.229878551,6.069183404,1.760799663,Pure Culture,1.837274378,5.556463396,25.66609525,Acetate,4.295879213
0.858080449,5.305942449,5.891638058,Sludge,1.264277432,6.016925535,35.73539007,Acetate,8.493946808
0.488152513,6.308815237,7.049917207,Pure Culture,8.406626016,8.502044906,27.94896314,Starch,6.16021228
0.30164841,0.672046746,8.105573642,Sludge,2.887776529,5.731228947,30.27222093,Starch,8.336031741
0.617794608,8.785177135,2.40142732,Mixed,4.411244136,6.113757633,25.0671434,Starch,4.248755616
0.815994842,9.355123684,2.091084531,Sludge,9.76111651,5.518402605,39.75319185,Acetate,4.180726757
0.372656822,5.868765244,1.493394483,Sludge,4.031564517,7.704432926,25.82991482,Acetate,3.597108145
0.698312381,7.118182827,6.546087371,Mixed,3.668408032,8.775929221,35.41485062,Starch,8.321008574
0.268277972,9.263744121,7.211519402,Pure Culture,9.263871997,6.075872126,28.54991301,Starch,4.913323156
0.241345377,7.218767026,0.800068376,Pure Culture,1.996736008,6.901626431,24.1243481,Starch,3.56029685
0.625083705,1.949120908,9.394016339,Sludge,7.836241691,7.537358959,35.99437528,Acetate,8.400473704
0.632508097,5.974739422,0.993727195,Mixed,9.8925901,8.997864993,26.67213578,Acetate,2.95269131
0.709943921,6.263792941,5.642315185,Pure Culture,9.111664097,5.41923226,37.30386695,Glucose,6.314067725
0.780873067,4.529241377,7.236074935,Sludge,6.865011268,6.994283198,38.3051437,Acetate,8.224235143
0.980681664,7.496220238,8.774206676,Mixed,3.826547155,6.54048048,37.19647671,Acetate,9.51008587
0.613040279,9.37648664,7.283825855,Pure Culture,3.288897831,8.463280661,20.7001583,Acetate,6.048124958
0.458365178,9.292900873,8.116416789,Pure Culture,8.373295944,6.903870924,35.7474669,Starch,7.78227312
0.836148956,4.782974028,3.724776829,Mixed,8.918397226,5.443910098,28.22678933,Acetate,4.2262332
0.416665801,1.575761435,8.240838581,Mixed,5.728914213,7.537696581,37.4744584,Starch,7.607132779
0.551177137,9.85599139,1.261091041,Mixed,3.199059467,8.083122473,32.75908525,Glucose,5.368756987
0.262765105,8.469531821,9.000758233,Mixed,2.016488876,5.011525007,36.67286268,Glucose,8.256602937
0.220280595,1.684295471,5.702127573,Sludge,1.78461521,8.435826742,29.9886354,Starch,7.487247647
0.970118732,9.247997885,8.264328815,Mixed,7.471697026,5.744092,30.70051009,Starch,6.227484674
0.868784096,8.76401544,4.797023703,Pure Culture,4.781068551,7.208277459,22.88775264,Starch,4.985540115
0.756779365,5.428961543,6.613988104,Pure Culture,9.148238869,6.663190003,35.67974717,Acetate,6.423523166
0.527162356,6.11711664,5.500825279,Sludge,7.657041707,7.878615266,28.38779223,Glucose,5.82597566
0.338635456,4.290525687,7.450100457,Pure Culture,2.721343761,6.484646459,30.00160237,Starch,7.639363423
0.325149634,1.020235569,1.275484829,Pure Culture,6.523996769,8.479052707,35.70195428,Acetate,4.063584742
0.400194319,3.684373796,1.073344798,Mixed,4.91954909,7.921985444,31.976908,Glucose,3.105617868
0.639381332,8.127107762,2.847480723,Pure Culture,6.195247577,7.590852684,24.02197455,Acetate,3.892528596
0.771676738,0.544004219,2.015674461,Sludge,7.64262211,8.184962382,31.80465318,Glucose,4.416592321
0.728157901,3.668242131,8.781943883,Mixed,8.255762929,8.01609214,28.15265716,Acetate,6.756870975
0.423947118,4.282602589,2.58253288,Mixed,8.593635938,5.1437547,29.39051084,Glucose,3.008846406
0.963892225,5.605258228,9.77071993,Sludge,3.285773871,6.578937415,20.56622549,Glucose,7.950342881
0.790317533,9.238628356,3.700510022,Mixed,1.280040399,8.723229189,24.20058699,Acetate,6.102348346
0.643483242,3.790286946,2.230120199,Mixed,7.653652616,5.502897076,25.62076163,Starch,3.034345181
0.689376597,3.796055418,8.002135818,Sludge,1.957093536,7.948386202,34.25920016,Glucose,8.844691091
0.53568005,7.506261857,6.757723867,Mixed,3.834276298,8.898367245,20.22984947,Starch,7.181426257
0.398184792,4.796070438,5.232859306,Sludge,1.034354207,5.208794516,28.17554522,Acetate,5.380775226
0.484778143,2.633745818,5.775953734,Sludge,7.135025342,7.728775523,38.48053741,Starch,6.256179331
0.806276888,4.798175403,7.332416894,Pure Culture,2.504188103,6.872616565,22.23761233,Starch,6.723129961
0.211514791,1.838141694,2.670320043,Pure Culture,6.897541687,7.316701021,30.32848776,Starch,4.040853629
0.292858112,2.175676372,9.965172203,Mixed,9.925683555,5.341365346,35.73044765,Starch,6.919057752
0.236802114,5.234493841,9.76053504,Mixed,1.654037844,5.172027807,38.85062615,Starch,10.30406259
0.232583042,4.47979177,6.67809402,Sludge,1.693702108,7.667466642,34.93553279,Glucose,9.019620443
0.884368467,9.19103606,2.395653284,Mixed,4.063420834,8.293237719,34.41131097,Glucose,5.399532079
0.762926288,3.942742042,6.962168303,Sludge,8.797478628,8.12806134,36.5297618,Glucose,6.731020074
0.579339063,6.015589328,1.185884885,Sludge,2.939768819,7.175222911,28.92402442,Acetate,4.60008228
0.278267329,6.506510735,0.791198771,Mixed,4.243400379,5.399467285,36.11689065,Starch,3.637868782
0.5932927,0.624397338,2.947987441,Sludge,1.61654866,7.752177775,20.15928809,Glucose,5.344218665
0.578777417,6.803605034,4.894918089,Pure Culture,7.868397621,5.967555534,38.49122111,Acetate,5.472841225
0.338561496,2.191341685,8.748588801,Mixed,4.674757085,8.644274811,28.86613019,Glucose,7.324367028
0.547081319,9.630168016,7.408106163,Pure Culture,7.833238598,8.353061438,31.06760376,Glucose,6.429335069
0.518803788,1.912295914,7.555711951,Mixed,9.132470599,7.837531868,25.09764498,Starch,5.031591411
0.692680078,4.438929175,4.542186677,Sludge,3.094868324,8.795383823,34.85061666,Acetate,7.659238749
0.708074921,1.310821847,3.786382429,Mixed,8.266564273,5.125687286,21.53271613,Starch,4.108870567
0.236243208,9.970305393,4.024868248,Pure Culture,1.531845011,7.9448017,37.45271605,Starch,7.198516819
0.499690092,5.270852598,9.882670855,Sludge,9.089626494,6.320971117,36.56233658,Glucose,7.590265819
0.700687933,6.156157665,0.881037318,Mixed,6.856916928,8.624263543,24.32120232,Starch,3.177184251
0.602509007,1.137226535,8.736799213,Mixed,8.868040517,6.066700787,36.18648797,Acetate,7.613100625
0.885191873,7.624624469,5.997416381,Mixed,1.001695596,7.899425997,35.72715466,Starch,9.139303178
0.726954905,2.494103134,4.666846482,Pure Culture,2.521729633,8.510588079,32.64433196,Starch,7.067192302
0.330347542,9.03151575,7.389947774,Pure Culture,4.507834487,5.166627274,27.47040354,Starch,6.513562346
0.256454998,2.448826585,5.123354944,Mixed,4.41552613,6.590590318,25.42997508,Glucose,5.629622407
0.713935423,2.311533346,8.797520762,Sludge,3.040573446,8.049236128,24.63567181,Acetate,7.562307363
0.221209048,0.847221845,9.056667708,Sludge,4.434507459,6.819675558,26.37217926,Glucose,7.982406011
0.668620465,4.984635979,4.506348805,Pure Culture,2.159638408,6.069010519,38.07116887,Glucose,8.028514189
0.952184193,5.865990766,3.129864074,Sludge,4.714850163,5.879221395,21.55281552,Glucose,4.825866226
0.660379342,1.124232075,6.127328122,Pure Culture,8.221188962,5.526073068,36.57742553,Glucose,5.265771056
0.510535941,7.867512359,9.167451783,Mixed,5.311630568,8.428518239,26.9778015,Glucose,6.797149044
0.714630575,4.80624393,2.501290796,Pure Culture,1.162000801,7.301421613,30.43198792,Acetate,6.331592069
0.566602312,5.481707559,6.418182544,Pure Culture,4.792996374,5.30553978,35.88971267,Starch,6.494458708
0.636493431,4.687246096,6.499822091,Mixed,1.244575145,6.530321294,37.68753094,Glucose,8.604117277
0.953171847,4.307249078,7.464573713,Sludge,9.696190696,6.470934603,26.8956284,Glucose,6.337291246
0.50888211,5.816583147,1.749893009,Pure Culture,2.147085635,5.726956763,29.23686963,Acetate,4.378527229
0.968952451,1.974782336,7.300337164,Pure Culture,7.369194937,6.742030502,28.2903213,Acetate,6.203232964
0.924280514,2.22831724,9.135808946,Mixed,9.754986906,6.328397462,20.26502067,Starch,5.811375858
0.356632908,8.6869634,2.206989534,Sludge,8.434351465,6.367214822,25.91885778,Acetate,2.075069576
0.255489041,9.48809689,2.756661587,Pure Culture,7.293838376,7.956106231,29.18378467,Starch,3.525242129
0.280622401,4.046438505,9.728253393,Mixed,8.555148186,5.893053542,28.22187218,Glucose,6.53530684
0.214577461,3.072074395,2.219281051,Pure Culture,9.836188239,7.567439835,34.43858455,Glucose,3.13756501
0.275554369,6.617995661,8.616658387,Mixed,6.592100475,7.282598496,27.69607234,Starch,7.081473356
0.746405419,4.382974625,5.176639636,Sludge,6.032663261,7.272370049,29.78752898,Acetate,7.19186189
0.256950919,0.741170379,2.848695207,Sludge,6.654142994,7.652029385,28.59217184,Starch,4.072857671
0.455180504,1.983449675,8.772124062,Sludge,5.794082981,7.193528145,34.81252298,Acetate,7.511083494
0.875900249,7.301736174,4.730399923,Sludge,6.715801953,8.517020459,37.25944798,Glucose,7.189648642
0.218617549,6.759777448,5.390764862,Pure Culture,5.048579872,7.702320368,30.63778158,Acetate,5.165535502
0.851574786,0.757411929,3.912717009,Pure Culture,2.965988646,7.187853005,35.78864388,Starch,6.069802644
0.42548382,2.608735538,6.133033089,Sludge,2.082225039,8.319052481,25.93573364,Starch,6.74206823
0.294531862,2.695210568,2.05347679,Sludge,1.61506842,7.42458626,30.8273922,Glucose,5.204056471
0.757389732,6.882981064,4.215274598,Sludge,3.369842054,6.164576991,26.90459907,Acetate,5.316435406
0.703154277,0.687250109,9.709417062,Pure Culture,1.415112079,5.828379673,28.28401851,Acetate,8.971019953
0.901977611,1.489031529,2.952267611,Sludge,6.104537019,5.609311143,34.6482773,Acetate,5.090415698
0.788056835,8.099202811,6.738998313,Sludge,3.554456023,8.59782085,37.63324965,Glucose,8.95097672
0.842784744,2.19617429,3.58930561,Sludge,8.420813273,7.840541727,22.42990782,Acetate,3.799329883
0.425627658,6.701088025,7.847994694,Mixed,1.668167857,8.749513753,32.69278513,Starch,8.502257256
0.341951635,2.76273642,1.743299777,Sludge,3.037163449,7.413167223,31.64287615,Acetate,5.388305915
0.800491801,1.444693231,9.713299928,Mixed,7.572215324,6.893603526,22.36830078,Glucose,6.432071854
0.845467791,2.810135814,4.811000643,Mixed,6.389274667,5.238865956,24.23788661,Acetate,3.820352634
0.992404114,7.361535853,2.742479402,Sludge,1.580421441,7.686569126,26.22004989,Acetate,6.453333383
0.530094142,8.629116447,1.1982191,Mixed,8.895155114,7.328835039,23.33862142,Starch,2.725194101
0.497614469,8.387088713,2.112700098,Sludge,8.895355865,8.960835574,24.87458965,Acetate,2.669311748
0.821130369,4.273243531,5.437852511,Pure Culture,3.973672035,5.956635111,25.35201598,Starch,5.710708133
0.472642832,6.846808797,3.701530176,Pure Culture,4.06365259,7.122949421,26.71347666,Starch,4.647257354
0.94460586,2.447350806,8.374391976,Pure Culture,9.901255225,7.60382934,34.98780906,Glucose,7.155362991
0.886730201,3.284903437,4.593431475,Pure Culture,6.635585544,7.578364699,31.43824408,Starch,6.540946228
0.543195222,9.015190276,2.86278559,Mixed,5.781848685,7.245174172,39.72493344,Starch,5.904363444
0.800696854,0.623518273,6.362877373,Sludge,8.543369652,8.107712041,28.29471654,Glucose,6.227861658
0.803634299,1.312331043,7.21438356,Sludge,3.567613045,5.819924838,35.07730148,Starch,8.261394587
0.282499095,2.474919424,2.086898125,Sludge,4.862643341,7.902508801,37.42936843,Glucose,5.134034365
0.922042325,0.752055937,2.092382555,Pure Culture,3.409990079,7.478938286,33.57956986,Acetate,6.156242976
0.604201898,2.223636633,0.848378556,Pure Culture,8.102447619,8.584300447,28.23729481,Glucose,3.389921362
0.861165973,6.038894829,7.495819143,Sludge,6.160144111,8.388777756,35.07189261,Starch,8.493466787
0.456039681,4.503533231,6.806143012,Pure Culture,6.929425631,6.260588157,24.07334276,Glucose,5.118752998
0.916418583,8.980381255,5.00899332,Sludge,3.270765249,6.1049493,26.5510433,Starch,5.263440322
0.511361343,8.265713837,8.519619265,Sludge,2.982027712,8.926613295,30.9337051,Acetate,9.17560907
0.208670121,3.747264841,8.153866453,Sludge,5.395371661,7.109060724,31.50818775,Glucose,7.372773505
0.924305581,2.964522618,6.060866462,Sludge,7.638091742,8.625683856,20.44282951,Acetate,5.099846845
0.273029341,4.107077878,8.748577165,Sludge,5.727157818,5.655524095,38.90228378,Starch,7.775821501
0.45545091,6.107801954,2.455491495,Sludge,1.293811098,7.571275659,33.93254542,Starch,7.388815984
0.960049574,3.046604588,1.563236384,Sludge,8.816963557,8.239440749,29.914075,Acetate,3.222767108
0.960485718,6.429414625,3.062621309,Pure Culture,1.582182042,8.789580998,38.66254469,Glucose,7.022563631
0.65875031,4.389410696,1.042325133,Sludge,9.602420353,6.349360564,28.78191131,Glucose,2.358142069
0.70546977,5.744448218,5.546110516,Sludge,1.226277624,7.89992468,39.60871141,Starch,9.100649302
0.558756418,4.643202027,9.397754077,Pure Culture,7.250054105,7.155252036,30.24569514,Acetate,8.565686856
0.434568617,3.297424716,0.873763636,Pure Culture,1.739863573,5.242515704,22.2857154,Acetate,3.868334803
0.462931636,9.510306416,1.660044183,Pure Culture,9.196089215,7.759998949,35.29601945,Glucose,2.887937999
0.738014765,7.754255045,4.795890769,Sludge,5.179899126,7.760386233,33.5779545,Glucose,7.329692291
0.801899624,1.83107517,9.371812667,Mixed,2.237713973,8.722427219,35.45973443,Glucose,9.936836377
0.833263235,8.750445771,3.503482997,Mixed,4.067341298,6.989249785,39.02884057,Acetate,6.080028996
0.831694514,5.130596383,5.318730683,Pure Culture,2.483422078,5.921003683,35.52978605,Glucose,6.777177443
0.272964882,8.998246155,0.894942161,Mixed,2.535237204,5.178255294,32.22673204,Glucose,4.581760448
0.595536244,8.098624931,1.909260409,Pure Culture,9.532974882,6.662568747,37.14617805,Starch,3.737712982
0.246047008,4.539528292,9.872986168,Sludge,5.007215011,6.2076668,33.46492879,Glucose,8.391730115
0.639623106,0.713458429,9.668627616,Mixed,8.099220375,8.044353224,28.16238114,Glucose,7.984606498
0.553224401,3.052434914,0.546929819,Sludge,6.756450051,6.417071059,37.71239528,Acetate,3.34268586
0.910163346,5.645525039,9.542211962,Mixed,7.087837261,8.796284785,24.43800922,Acetate,8.259020672
0.48073201,6.518043088,6.571639409,Sludge,2.185240946,8.849240812,34.2928255,Starch,7.95438508
0.293653613,2.949933012,8.745223798,Mixed,3.107660021,7.483634361,37.6312691,Glucose,10.01709425
0.314393346,1.823882704,4.820028629,Sludge,8.080753016,8.714641148,34.62633039,Starch,5.742233863
0.809208505,8.43183725,5.398162272,Sludge,9.736895858,8.043417378,33.94550838,Acetate,4.968494231
0.694574451,9.851820717,5.144042512,Mixed,3.364080783,7.187438564,35.05276588,Starch,6.048511841
0.280898141,5.494056732,6.835210447,Sludge,3.444118883,5.721231742,29.30110497,Acetate,7.087907277
0.267285445,2.130953216,1.82668692,Sludge,5.256074195,6.834391774,37.48341364,Starch,4.478479139
0.760775305,3.086919602,0.784749104,Sludge,9.854562816,7.243497853,24.0687295,Starch,1.822415625
0.258210405,0.674711427,3.425334445,Mixed,3.420630512,8.455846323,22.54772832,Glucose,5.222086494
0.857488047,9.185838662,7.194467246,Mixed,4.662747187,6.925333506,25.7101756,Starch,7.34569108
0.764993782,1.618635287,2.417607795,Sludge,9.023320141,8.590698691,30.63154794,Glucose,4.506952583
0.265079025,5.976906517,6.897608117,Sludge,1.026289294,7.697395916,30.21123591,Glucose,7.32616261
0.267870171,3.103524597,9.714164438,Mixed,1.357893685,5.547996252,36.41197515,Glucose,10.12775439
0.989311663,5.764691024,1.3920568,Mixed,6.436645094,8.979925477,28.09137313,Glucose,3.872083942
0.499416637,6.688493689,6.889720123,Sludge,9.166421482,7.108930643,29.68688853,Starch,4.35681694
0.496513718,8.382547135,4.715627083,Sludge,3.149709944,6.567433186,20.26735367,Acetate,4.561113363
0.850239654,2.461002082,8.747351417,Sludge,5.226775972,7.636455058,28.19478473,Acetate,7.94161667
0.957798862,0.604460372,2.182923,Pure Culture,5.054187715,5.435573256,32.95548466,Acetate,4.234700269
0.988800851,1.800413486,7.079946546,Mixed,5.256742115,7.546154587,20.31016661,Starch,6.250216664
0.802702548,9.050177098,8.462095252,Pure Culture,6.602677262,6.992944002,25.6176393,Glucose,7.02188546
0.501007668,8.801955737,9.473835085,Mixed,5.227693867,6.62669628,24.15912719,Acetate,7.21997479
0.266800573,6.175424471,6.990856269,Mixed,5.027213272,8.812080085,20.83970858,Starch,5.799914317
0.821717533,6.204910174,5.223160258,Mixed,5.268595784,7.090158867,29.5852018,Glucose,5.439579342
0.6467234,6.817848408,6.369548782,Mixed,6.317806971,5.876469918,23.63446586,Acetate,5.356523493
0.539377607,2.166027147,8.754597353,Mixed,5.833067395,6.835853918,34.86163079,Glucose,6.879735713
0.925083508,9.186913486,5.920792593,Mixed,8.687223979,8.677549618,36.95855768,Acetate,6.18266258
0.288957986,4.478319986,0.788677067,Mixed,1.445471681,5.704381885,30.91170365,Acetate,3.960018106
0.594100083,4.139816018,9.344012607,Pure Culture,8.499853643,5.855828155,39.63414685,Acetate,7.612222168
0.209082916,5.4297182,7.050504135,Sludge,8.595321514,5.052118271,29.00957143,Glucose,4.918637843
0.574928514,0.946176684,6.926877165,Sludge,3.564172194,5.056760198,30.2673642,Starch,7.372196532
0.245042621,2.079692003,2.548913948,Pure Culture,5.165667595,8.317566508,39.78435508,Glucose,6.35447824
0.295054333,7.511319356,6.759411967,Pure Culture,4.946846397,7.928490427,24.63096872,Acetate,5.621601068
0.294020997,1.286587345,4.241711854,Pure Culture,2.966588509,6.420164226,38.85091879,Glucose,7.631637209
0.719368242,6.22994504,6.686713282,Pure Culture,4.571171624,7.793244629,20.8567511,Starch,5.802175983
0.796835903,2.830816542,1.512633788,Mixed,1.39948995,6.580823705,28.92773781,Glucose,5.269140545
0.666695012,4.198308333,6.749530394,Sludge,3.500398655,8.811587184,21.40007024,Starch,7.015757566
0.969738039,3.242590499,9.994430395,Mixed,8.350139579,8.868210726,34.58469486,Starch,9.722366762
0.499896464,3.878890806,0.958014369,Sludge,3.561060716,6.571175103,32.16817872,Glucose,4.070517864
0.428569669,7.330936099,9.78315475,Sludge,8.363860019,8.416887625,34.13268527,Acetate,6.92355215
0.894879303,3.322656298,4.365625627,Pure Culture,5.784395181,8.092356167,27.489608,Starch,6.276019469
0.378876671,5.880844083,8.772157778,Mixed,8.918764096,6.239999749,27.38963868,Glucose,5.583828035
0.970578032,5.022478821,7.932662099,Pure Culture,6.173015988,5.928159316,20.90638558,Starch,5.986364809
0.20972358,6.804876071,5.886654479,Mixed,1.267014008,6.832938602,26.99889879,Acetate,6.238604674
0.975903061,9.399882524,7.515267488,Sludge,7.078781868,8.125395362,38.58576805,Glucose,7.719025623
0.23452793,7.459434923,8.845897832,Pure Culture,1.403682112,8.840671139,27.58453074,Glucose,8.29585816
0.912914491,2.541933597,4.339333056,Pure Culture,5.055373171,8.054316275,36.62735412,Glucose,6.995205745
0.622160887,0.796239783,3.606815035,Sludge,9.36484025,8.42082794,36.84651009,Acetate,4.900896565
0.994371837,2.991508421,6.842137163,Sludge,2.486835454,7.412257225,27.46482313,Starch,7.358921592
0.259037252,6.153240342,8.174536448,Sludge,4.508851176,8.341631323,32.63977361,Glucose,8.372082287
0.643083428,0.988545228,7.74170878,Pure Culture,7.56874278,8.137683432,21.90743205,Starch,6.060476565
0.975442028,5.215479348,8.079229664,Mixed,8.940327005,6.507942168,22.07357161,Starch,4.723791823
0.618478275,6.170007065,4.638041491,Pure Culture,7.038487043,7.207961208,20.97315327,Acetate,4.701016479
0.703518911,3.675316963,8.269425054,Mixed,3.323559288,8.219012488,31.62030187,Glucose,8.598726495
0.756598951,7.823665936,1.641986026,Pure Culture,7.071470676,5.184226937,28.52141955,Starch,3.889184557
0.563632852,1.512683405,5.672646431,Pure Culture,3.67054877,8.232317129,30.96064713,Glucose,6.990551718
0.702046464,1.213808926,0.554707275,Sludge,7.465863068,5.711552496,30.42146381,Glucose,2.387834093
0.66745145,7.417793184,3.583565384,Mixed,9.586298148,7.058734468,27.00405982,Acetate,3.459859616
0.920926408,5.207167504,3.981384581,Pure Culture,7.49254106,8.233101758,33.5494683,Glucose,5.883197946
0.236357104,7.039822766,4.26364057,Pure Culture,8.765924526,6.015284313,35.17003762,Glucose,4.025820705
0.424770552,4.630859717,7.106938464,Sludge,1.018934589,5.983229757,20.29256518,Starch,6.593359372
0.960329187,2.840819316,4.191301962,Sludge,7.458149123,6.611057594,24.144846,Acetate,4.252321422
0.912211027,8.281472018,4.762589415,Mixed,8.466288012,8.57857119,34.26471736,Glucose,5.138677295
0.564525402,8.09445085,2.756669243,Pure Culture,1.365028638,5.001771126,27.73240345,Starch,4.81587921
0.696106078,7.099616473,4.04589202,Mixed,8.844379546,8.605532387,33.24967894,Acetate,5.058866476
0.421904946,3.085378804,2.659061459,Pure Culture,3.310248055,5.615228099,26.93925319,Acetate,5.092190083
0.350496928,6.107191335,1.195361276,Mixed,6.987628918,8.960345504,27.81510305,Starch,3.513942403
0.570958724,3.929252021,6.232761637,Sludge,8.203193911,8.819387972,23.17357747,Starch,5.170494336
0.482681782,1.370029697,6.848021586,Pure Culture,6.963980618,6.978700758,25.16462039,Starch,5.217528838
0.666924889,9.214478967,6.385158287,Mixed,1.830563129,7.050880991,32.10823515,Starch,8.345530036
0.26218771,1.799776994,4.903193416,Sludge,6.36689367,6.926197361,28.66326223,Starch,5.21959722
0.979515846,9.527254861,4.107964912,Sludge,5.94625291,7.541774583,35.48605366,Glucose,5.75731466
0.988968596,4.737054843,8.701669671,Mixed,9.102891413,5.362886809,37.0516991,Glucose,7.638213789
